pre post type synapses
AINR	CEPshVL	chemical	1
AINR	RIBL	chemical	2
AINR	RID	chemical	1
AIYL	AIZL	chemical	13
AIYL	AWAL	chemical	3
AIYL	AWCL	chemical	1
AIYL	AWCR	chemical	1
AIYL	HSNR	chemical	1
AIYL	RIAL	chemical	7
AIYL	RIBL	chemical	4
AIYL	RIML	electrical	1
AIYR	ADFR	chemical	1
AIYR	AIYL	electrical	1
AIYR	AIZR	chemical	8
AIYR	AWAR	chemical	1
AIYR	HSNL	chemical	1
AIYR	RIAR	chemical	6
AIYR	RIBR	chemical	2
AIYR	RIMR	electrical	1
AIZL	AIAL	chemical	3
AIZL	AIBL	chemical	4
AIZL	AIBR	chemical	8
AIZL	AIZR	electrical	2
AIZL	ASEL	chemical	1
AIZL	ASHL	electrical	1
AIZL	AVER	chemical	5
AIZL	DVA	chemical	1
AIZL	RIAL	chemical	8
AIZL	RIGL	chemical	1
AIZL	RIML	chemical	4
AIZL	SMBDL	chemical	9
AIZL	SMBVL	chemical	7
AIZR	AIAR	chemical	1
AIZR	AIBL	chemical	8
AIZR	AIBR	chemical	1
AIZR	ASHR	electrical	1
AIZR	AVEL	chemical	4
AIZR	AVER	chemical	2
AIZR	DVA	chemical	2
AIZR	RIAR	chemical	7
AIZR	RIMR	chemical	4
AIZR	SMBDR	chemical	5
AIZR	SMBVR	chemical	3
AIZR	SMDDR	chemical	1
ALA	ADEL	chemical	1
ALA	AVAL	chemical	1
ALA	AVEL	chemical	2
ALA	AVER	chemical	2
ALA	RMDR	chemical	1
ALML	AVDR	chemical	1
ALML	AVEL	chemical	1
ALML	AVM	electrical	1
ALML	BDUL	chemical	6
ALML	CEPDL	chemical	3
ALML	CEPVL	chemical	2
ALML	PVCL	chemical	4
ALML	PVCR	chemical	2
ALML	PVR	electrical	1
ALML	RMDDR	chemical	1
ALML	RMGL	chemical	1
ALML	SDQL	chemical	1
ALMR	AVM	electrical	1
ALMR	BDUR	chemical	5
ALMR	CEPDR	chemical	1
ALMR	CEPVR	chemical	1
ALMR	PVCR	chemical	3
ALMR	RMDDL	chemical	1
ALMR	SIADL	chemical	1
ALNL	SAAVL	chemical	3
ALNL	SMBDR	chemical	2
ALNL	SMBDR	electrical	1
ALNL	SMDVL	chemical	1
ALNR	ADER	chemical	1
ALNR	RMHR	chemical	1
ALNR	SAAVR	chemical	2
ALNR	SMBDL	chemical	2
ALNR	SMDDR	chemical	1
ALNR	SMDVL	chemical	1
AQR	AVAL	chemical	2
AQR	AVAR	chemical	3
AQR	AVBL	chemical	3
AQR	AVBR	chemical	4
AQR	AVDL	chemical	1
AQR	AVDR	chemical	1
AQR	AVJL	chemical	1
AQR	BAGL	chemical	2
AQR	BAGR	chemical	2
AQR	PVCR	chemical	2
AQR	PVPL	chemical	1
AQR	PVPL	electrical	7
AQR	PVPR	electrical	6
AQR	RIAL	chemical	3
AQR	RIAR	chemical	2
AQR	URXL	chemical	1
ASEL	ADFR	chemical	1
ASEL	AIAL	chemical	3
ASEL	AIBL	chemical	7
ASEL	AIBR	chemical	4
ASEL	AIYL	chemical	13
ASEL	AIYR	chemical	6
ASEL	AWCL	chemical	4
ASEL	AWCR	chemical	1
ASEL	RIAR	chemical	1
ASER	AFDL	chemical	2
ASER	AFDR	chemical	2
ASER	AIAL	chemical	2
ASER	AIAR	chemical	3
ASER	AIBL	chemical	2
ASER	AIBR	chemical	10
ASER	AIYL	chemical	4
ASER	AIYR	chemical	14
ASER	AWAR	chemical	1
ASER	AWCL	chemical	1
ASER	AWCR	chemical	1
ASGL	AIAL	chemical	9
ASGL	AIBL	chemical	3
ASGL	AINR	chemical	1
ASGL	AIZL	electrical	1
ASGL	ASKL	chemical	1
ASGR	AIAR	chemical	10
ASGR	AIBR	chemical	2
ASGR	AINL	electrical	1
ASGR	AIYR	chemical	1
ASGR	AIZR	electrical	1
ASHL	ADAL	chemical	1
ASHL	ADFL	chemical	3
ASHL	AIAL	chemical	7
ASHL	AIBL	chemical	5
ASHL	ASHR	electrical	1
ASHL	ASKL	chemical	1
ASHL	AVAL	chemical	2
ASHL	AVBL	chemical	6
ASHL	AVDL	chemical	2
ASHL	AVDR	chemical	4
ASHL	RIAL	chemical	4
ASHL	RIML	chemical	1
ASHL	RIPL	chemical	1
ASHR	ADAR	chemical	2
ASHR	ADFR	chemical	2
ASHR	AIAR	chemical	10
ASHR	AIBR	chemical	3
ASHR	AVAR	chemical	5
ASHR	AVBR	chemical	3
ASHR	AVDL	chemical	5
ASHR	AVDR	chemical	1
ASHR	AVER	chemical	3
ASHR	HSNR	chemical	1
ASHR	PVPR	chemical	1
ASHR	RIAR	chemical	2
ASHR	RMGR	chemical	2
ASIL	AIBL	chemical	1
ASIL	AIYL	chemical	2
ASIL	AIZL	chemical	1
ASIL	ASER	chemical	1
ASIL	ASIR	electrical	1
ASIL	ASKL	chemical	2
ASIL	AWCL	chemical	2
ASIL	AWCR	chemical	2
ASIL	RIBL	chemical	1
ASIR	AIAL	chemical	1
ASIR	AIAR	chemical	3
ASIR	AIBR	chemical	1
ASIR	ASEL	chemical	2
ASIR	ASHR	chemical	1
ASIR	AWCL	chemical	1
ASIR	AWCR	chemical	2
ASJL	ASJR	electrical	1
ASJL	ASKL	chemical	4
ASJL	HSNL	chemical	1
ASJL	HSNR	chemical	1
ASJL	PVQL	chemical	14
ASJR	ASKR	chemical	4
ASJR	HSNR	chemical	1
ASJR	PVQR	chemical	13
ASKL	AIAL	chemical	11
ASKL	AIBL	chemical	2
ASKL	AIML	chemical	2
ASKL	PVQL	electrical	5
ASKL	RMGL	electrical	1
ASKR	AIAR	chemical	11
ASKR	AIMR	chemical	1
ASKR	ASHR	electrical	1
ASKR	ASKL	electrical	1
ASKR	AWAR	chemical	1
ASKR	CEPVR	chemical	1
ASKR	PVQR	electrical	4
ASKR	RIFR	chemical	1
ASKR	RMGR	electrical	1
AUAL	AINR	electrical	1
AUAL	AUAR	electrical	1
AUAL	AVAL	chemical	3
AUAL	AVDR	chemical	1
AUAL	AVEL	chemical	3
AUAL	RIAL	chemical	5
AUAL	RIBL	chemical	9
AUAR	AINL	electrical	1
AUAR	AIYR	chemical	1
AUAR	AVAR	chemical	1
AUAR	AVER	chemical	4
AUAR	RIAR	chemical	6
AUAR	RIBR	chemical	13
AUAR	URXR	chemical	1
AVAL	PVPL	electrical	1
AVAL	RIMR	electrical	3
AVAL	SDQR	electrical	1
AVAL	URYDL	electrical	1
AVAL	URYVR	electrical	1
AVAR	ADER	chemical	1
AVAR	AVAL	electrical	1
AVAR	RIGL	chemical	1
AVAR	RIML	electrical	2
AVAR	RIMR	electrical	1
AVAR	URYDR	electrical	1
AVAR	URYVL	electrical	1
AVBL	AQR	electrical	1
AVBL	DVA	electrical	1
AVBL	SDQR	electrical	1
AVBR	AVBL	electrical	2
AVBR	DVA	electrical	1
AVBR	SIBVL	electrical	1
AVEL	AVER	electrical	1
AVEL	RMDVR	electrical	1
AVER	RMDVL	electrical	1
AVER	RMDVR	electrical	1
AVFL	AVBL	chemical	1
AVFL	AVBR	chemical	1
AVFL	AVFR	chemical	4
AVFL	AVHL	chemical	1
AVFL	AVHR	chemical	1
AVFL	AVJL	chemical	1
AVFL	AVJR	chemical	1
AVFL	AVL	chemical	1
AVFL	HSNL	chemical	1
AVFL	PVNL	chemical	1
AVFL	PVQL	chemical	1
AVFR	ASJL	chemical	1
AVFR	ASKL	chemical	1
AVFR	AVBL	chemical	1
AVFR	AVBR	chemical	3
AVFR	AVFL	chemical	1
AVFR	AVJL	chemical	1
AVFR	CEPshVL	chemical	1
AVFR	HSNR	chemical	1
AVFR	PVQL	chemical	1
AVHL	ADFR	chemical	3
AVHL	AVBL	chemical	1
AVHL	AVBR	chemical	1
AVHL	AVDL	chemical	1
AVHL	AVJL	chemical	3
AVHL	AWBR	chemical	1
AVHL	PVPR	chemical	2
AVHL	RIMR	chemical	1
AVHL	RIR	chemical	3
AVHL	SMBDR	chemical	1
AVHL	SMBVR	chemical	2
AVHR	ADLL	chemical	1
AVHR	ADLR	chemical	2
AVHR	AQR	chemical	2
AVHR	AVBL	chemical	1
AVHR	AVBR	chemical	1
AVHR	AVDR	chemical	1
AVHR	AVJR	chemical	3
AVHR	PVPL	chemical	3
AVHR	RIGL	chemical	1
AVHR	RIR	chemical	4
AVHR	SMBDL	chemical	1
AVHR	SMBVL	chemical	1
AVJL	AVBL	chemical	1
AVJL	AVBR	chemical	4
AVJL	AVHL	chemical	1
AVJL	PVCL	chemical	1
AVJL	PVCL	electrical	1
AVJL	PVCR	chemical	2
AVJL	PVCR	electrical	1
AVJL	PVNR	chemical	1
AVJL	RIFR	chemical	1
AVJL	RIS	chemical	1
AVJR	AVAL	chemical	1
AVJR	AVBL	chemical	2
AVJR	AVBR	chemical	1
AVJR	AVDR	chemical	1
AVJR	AVJL	chemical	1
AVJR	PVCL	chemical	2
AVJR	PVCL	electrical	1
AVJR	PVCR	chemical	4
AVKL	ADER	electrical	1
AVKL	AQR	electrical	2
AVKL	AVBL	chemical	1
AVKL	AVEL	chemical	2
AVKL	AVER	chemical	1
AVKL	AVM	chemical	1
AVKL	PVPL	electrical	1
AVKL	PVPR	electrical	1
AVKL	RIML	chemical	2
AVKL	RIMR	chemical	1
AVKL	RMFR	chemical	1
AVKL	SAADR	chemical	1
AVKL	SIAVR	chemical	1
AVKL	SMDDR	chemical	1
AVKR	ADEL	electrical	1
AVKR	AQR	electrical	1
AVKR	AVKL	electrical	2
AVKR	BDUL	chemical	1
AVKR	PVPL	electrical	1
AVKR	RIML	chemical	2
AVKR	RIMR	chemical	2
AVKR	RMDR	chemical	1
AVKR	RMFL	chemical	1
AVKR	SAADL	chemical	1
AVKR	SMBDL	chemical	1
AVKR	SMDDL	chemical	1
AVKR	SMDDR	chemical	2
AVL	PVPR	chemical	1
AVM	ADER	chemical	2
AVM	AVBL	chemical	6
AVM	AVBR	chemical	6
AVM	AVDL	electrical	1
AVM	AVJR	chemical	1
AVM	BDUL	chemical	3
AVM	BDUR	chemical	4
AVM	PVCL	chemical	4
AVM	PVCR	chemical	5
AVM	PVNL	chemical	1
AVM	PVR	chemical	3
AVM	RID	chemical	1
AVM	SIBVL	chemical	1
AWAL	ADAL	chemical	1
AWAL	AFDL	chemical	5
AWAL	AIYL	chemical	1
AWAL	AIZL	chemical	10
AWAL	ASEL	chemical	4
AWAL	ASGL	chemical	1
AWAL	AWBL	chemical	1
AWAR	ADFR	chemical	3
AWAR	AFDR	chemical	7
AWAR	AIYR	chemical	2
AWAR	AIZR	chemical	7
AWAR	AIZR	electrical	1
AWAR	ASEL	chemical	1
AWAR	ASER	chemical	2
AWAR	AUAR	chemical	1
AWAR	AWAL	electrical	1
AWAR	AWBR	chemical	1
AWAR	RIFR	chemical	2
AWAR	RIGR	chemical	1
AWAR	RIR	chemical	2
AWBL	ADFL	chemical	9
AWBL	AIBR	chemical	1
AWBL	AIZL	chemical	9
AWBL	AUAL	electrical	1
AWBL	AVBL	chemical	1
AWBL	RIAL	chemical	3
AWBL	RMGL	electrical	1
AWBL	SMBDL	chemical	1
AWBR	ADFR	chemical	4
AWBR	AIZR	chemical	4
AWBR	ASGR	chemical	1
AWBR	ASHR	chemical	2
AWBR	AUAR	electrical	1
AWBR	AVBR	chemical	2
AWBR	AWBL	electrical	1
AWBR	RIAR	chemical	1
AWBR	RIR	chemical	2
AWBR	RMGR	electrical	1
AWBR	SMBVR	chemical	1
AWCL	AIAL	chemical	2
AWCL	AIAR	chemical	4
AWCL	AIBL	chemical	2
AWCL	AIBR	chemical	1
AWCL	AIYL	chemical	10
AWCL	ASEL	chemical	1
AWCL	AVAL	chemical	1
AWCL	AWCR	chemical	1
AWCL	RIAL	chemical	3
AWCR	AIAR	chemical	2
AWCR	AIBR	chemical	4
AWCR	AIYL	chemical	4
AWCR	AIYR	chemical	9
AWCR	ASEL	chemical	1
AWCR	ASGR	chemical	1
AWCR	AWCL	chemical	5
BAGL	AIBL	chemical	1
BAGL	AVAR	chemical	2
BAGL	AVEL	chemical	1
BAGL	AVER	chemical	4
BAGL	BAGR	chemical	1
BAGL	RIAR	chemical	5
BAGL	RIBL	chemical	1
BAGL	RIBR	chemical	7
BAGL	RIGL	chemical	1
BAGL	RIGR	chemical	4
BAGL	RIR	electrical	1
BAGR	AIYL	chemical	1
BAGR	AVAL	chemical	2
BAGR	AVEL	chemical	4
BAGR	BAGL	electrical	1
BAGR	RIAL	chemical	5
BAGR	RIBL	chemical	4
BAGR	RIGL	chemical	5
BAGR	RIGL	electrical	1
BAGR	RIR	electrical	1
BDUL	ADEL	chemical	3
BDUL	AVHL	chemical	1
BDUL	AVJR	chemical	1
BDUL	CEPshVL	chemical	1
BDUL	HSNL	chemical	1
BDUL	PVNL	chemical	2
BDUL	PVNR	chemical	2
BDUL	SAADL	chemical	1
BDUL	URADL	chemical	1
BDUR	ADER	chemical	1
BDUR	ALMR	chemical	1
BDUR	AVAL	chemical	3
BDUR	AVHL	chemical	1
BDUR	AVJL	chemical	2
BDUR	HSNR	chemical	4
BDUR	PVCL	chemical	2
BDUR	PVNL	chemical	4
BDUR	PVNR	chemical	1
BDUR	SDQL	chemical	1
BDUR	URADR	chemical	1
CEPDL	AVER	chemical	5
CEPDL	IL1DL	chemical	4
CEPDL	OLLL	chemical	2
CEPDL	OLQDL	chemical	6
CEPDL	OLQDL	electrical	1
CEPDL	RIBL	chemical	2
CEPDL	RICL	chemical	2
CEPDL	RICR	chemical	4
CEPDL	RIPL	chemical	2
CEPDL	RIS	chemical	1
CEPDL	RMDVL	chemical	3
CEPDL	RMGL	chemical	4
CEPDL	RMHR	chemical	4
CEPDL	SIADR	chemical	2
CEPDL	SMBDR	chemical	1
CEPDL	URADL	chemical	2
CEPDL	URBL	chemical	4
CEPDL	URYDL	chemical	2
CEPDR	AVEL	chemical	6
CEPDR	BDUR	chemical	1
CEPDR	IL1DR	chemical	5
CEPDR	IL1R	chemical	1
CEPDR	OLLR	chemical	8
CEPDR	OLQDR	chemical	5
CEPDR	OLQDR	electrical	2
CEPDR	RIBR	chemical	1
CEPDR	RICL	chemical	4
CEPDR	RICR	chemical	3
CEPDR	RIS	chemical	1
CEPDR	RMDDL	chemical	1
CEPDR	RMDVR	chemical	2
CEPDR	RMGR	chemical	1
CEPDR	RMHL	chemical	4
CEPDR	RMHR	chemical	1
CEPDR	SIADL	chemical	1
CEPDR	SMBDR	chemical	1
CEPDR	URADR	chemical	1
CEPDR	URBR	chemical	2
CEPDR	URYDR	chemical	1
CEPVL	ADLL	chemical	1
CEPVL	AVER	chemical	3
CEPVL	IL1VL	chemical	2
CEPVL	OLLL	chemical	4
CEPVL	OLQVL	chemical	6
CEPVL	OLQVL	electrical	1
CEPVL	RICL	chemical	7
CEPVL	RICR	chemical	4
CEPVL	RIH	electrical	1
CEPVL	RIPL	chemical	1
CEPVL	RMDDL	chemical	4
CEPVL	RMHL	chemical	1
CEPVL	SIAVL	chemical	2
CEPVL	URAVL	chemical	2
CEPVR	ASGR	chemical	1
CEPVR	AVEL	chemical	5
CEPVR	CEPshVR	chemical	1
CEPVR	IL1VR	chemical	2
CEPVR	IL2VR	chemical	2
CEPVR	OLLR	chemical	7
CEPVR	OLQVR	chemical	3
CEPVR	OLQVR	electrical	1
CEPVR	RICL	chemical	2
CEPVR	RICR	chemical	4
CEPVR	RIH	electrical	1
CEPVR	RIPR	chemical	1
CEPVR	RIVL	chemical	1
CEPVR	RMDDR	chemical	2
CEPVR	RMHR	chemical	2
CEPVR	SIAVR	chemical	2
CEPVR	URAVR	chemical	1
DVA	AIZL	chemical	3
DVA	AQR	chemical	4
DVA	AUAL	chemical	1
DVA	AUAR	chemical	1
DVA	AVAL	chemical	3
DVA	AVAR	chemical	1
DVA	AVBL	chemical	1
DVA	AVEL	chemical	9
DVA	AVER	chemical	5
DVA	PVCL	chemical	1
DVA	RIAL	chemical	1
DVA	RIAR	chemical	2
DVA	RIMR	chemical	1
DVA	RIR	chemical	3
DVA	SAADR	chemical	1
DVA	SAAVL	chemical	1
DVA	SAAVR	chemical	1
DVA	SMBDL	chemical	3
DVA	SMBDR	chemical	2
DVA	SMBVL	chemical	3
DVA	SMBVR	chemical	2
DVC	AIBL	chemical	1
DVC	AIBL	electrical	1
DVC	AIBR	chemical	3
DVC	AIBR	electrical	2
DVC	AVAL	chemical	5
DVC	AVAR	chemical	7
DVC	AVBL	chemical	1
DVC	AVKL	chemical	2
DVC	AVKR	chemical	1
DVC	PVPR	electrical	1
DVC	PVT	chemical	1
DVC	RIBL	chemical	1
DVC	RIBR	chemical	1
DVC	RIGL	chemical	5
DVC	RIGR	chemical	5
DVC	RMFL	chemical	2
DVC	RMFR	chemical	4
FLPL	ADEL	chemical	2
FLPL	ADER	chemical	2
FLPL	AIBL	chemical	2
FLPL	AIBR	chemical	2
FLPL	AVAL	chemical	11
FLPL	AVAR	chemical	6
FLPL	AVBR	chemical	3
FLPL	AVDL	chemical	4
FLPL	AVDL	electrical	1
FLPL	AVDR	chemical	1
FLPL	DVA	chemical	1
FLPR	ADER	chemical	2
FLPR	AIBR	chemical	1
FLPR	AVAL	chemical	9
FLPR	AVAR	chemical	5
FLPR	AVBL	chemical	5
FLPR	AVBR	chemical	1
FLPR	AVDL	chemical	4
FLPR	AVDR	chemical	1
FLPR	AVDR	electrical	1
FLPR	AVEL	chemical	4
FLPR	AVER	chemical	2
FLPR	AVJR	chemical	1
FLPR	DVA	chemical	1
FLPR	FLPL	chemical	1
FLPR	FLPL	electrical	1
FLPR	PVCL	chemical	2
GLRVL	RMEV	electrical	1
GLRVR	RMEV	electrical	1
HSNL	AIAL	chemical	1
HSNL	AIZL	chemical	2
HSNL	AIZR	chemical	1
HSNL	ASHL	chemical	1
HSNL	ASHR	chemical	2
HSNL	ASJR	chemical	1
HSNL	ASKL	chemical	1
HSNL	AVDR	chemical	1
HSNL	AVFL	chemical	6
HSNL	AVJL	chemical	2
HSNL	AWBL	chemical	2
HSNL	AWBR	chemical	2
HSNL	HSNR	chemical	3
HSNL	HSNR	electrical	1
HSNL	RIFL	chemical	3
HSNL	RIML	chemical	2
HSNR	AIBL	chemical	1
HSNR	AIBR	chemical	1
HSNR	AIZL	chemical	1
HSNR	AIZR	chemical	1
HSNR	ASHL	chemical	2
HSNR	AVFL	chemical	2
HSNR	AVJL	chemical	1
HSNR	AWBL	chemical	1
HSNR	BDUR	chemical	1
HSNR	HSNL	chemical	1
HSNR	PVNR	chemical	2
HSNR	PVNR	electrical	1
HSNR	PVQR	chemical	1
HSNR	RIFR	chemical	4
HSNR	RMGR	chemical	1
IL1DL	BWM-DL01	chemical	10
IL1DL	BWM-DL02	chemical	8
IL1DL	IL1L	electrical	1
IL1DL	OLLL	electrical	1
IL1DL	PVR	chemical	1
IL1DL	RIH	chemical	1
IL1DL	RIPL	chemical	2
IL1DL	RMDDR	chemical	1
IL1DL	RMDVL	chemical	4
IL1DL	URYDL	chemical	1
IL1DR	BWM-DR01	chemical	7
IL1DR	BWM-DR02	chemical	2
IL1DR	BWM-DR03	chemical	1
IL1DR	IL1DL	electrical	1
IL1DR	IL1R	electrical	1
IL1DR	OLLR	electrical	1
IL1DR	RIPR	chemical	5
IL1DR	RMDVR	chemical	5
IL1DR	RMEV	electrical	1
IL1L	AVER	chemical	2
IL1L	BWM-DL02	chemical	9
IL1L	BWM-DL04	chemical	1
IL1L	BWM-VL01	chemical	1
IL1L	BWM-VL02	chemical	11
IL1L	BWM-VL04	chemical	2
IL1L	IL1DL	chemical	1
IL1L	IL1VL	electrical	1
IL1L	RMDDL	chemical	5
IL1L	RMDL	chemical	1
IL1L	RMDR	chemical	3
IL1L	RMDVL	chemical	4
IL1L	RMDVR	chemical	2
IL1L	RMER	chemical	1
IL1R	AVEL	chemical	1
IL1R	AVER	chemical	1
IL1R	BWM-DR02	chemical	11
IL1R	BWM-DR04	chemical	1
IL1R	BWM-VR01	chemical	1
IL1R	BWM-VR02	chemical	9
IL1R	BWM-VR04	chemical	2
IL1R	IL1DR	chemical	1
IL1R	IL1VR	electrical	1
IL1R	RMDDL	chemical	3
IL1R	RMDDR	chemical	2
