pre	post	type	synapses
AINR	RIBL	chemical	2
AINR	RID	chemical	1
AIYL	AIZL	chemical	13
AIYL	AWAL	chemical	3
AIYL	AWCL	chemical	1
AIYL	AWCR	chemical	1
AIYL	HSNR	chemical	1
AIYL	RIAL	chemical	7
AIYL	RIBL	chemical	4
AIYL	RIML	electrical	1
AIYR	ADFR	chemical	1
AIYR	AIYL	electrical	1
AIYR	AIZR	chemical	8
AIYR	AWAR	chemical	1
AIYR	HSNL	chemical	1
AIYR	RIAR	chemical	6
AIYR	RIBR	chemical	2
AIYR	RIMR	electrical	1
AIZL	AIAL	chemical	3
AIZL	AIBL	chemical	4
AIZL	AIBR	chemical	8
AIZL	AIZR	electrical	2
AIZL	ASEL	chemical	1
AIZL	ASHL	electrical	1
AIZL	AVER	chemical	5
AIZL	DVA	chemical	1
AIZL	RIAL	chemical	8
AIZL	RIGL	chemical	1
AIZL	RIML	chemical	4
AIZL	SMBDL	chemical	9
AIZL	SMBVL	chemical	7
AIZL	VB2	chemical	1
AIZR	AIAR	chemical	1
AIZR	AIBL	chemical	8
AIZR	AIBR	chemical	1
AIZR	ASHR	electrical	1
AIZR	AVEL	chemical	4
AIZR	AVER	chemical	2
AIZR	DVA	chemical	2
AIZR	RIAR	chemical	7
AIZR	RIMR	chemical	4
AIZR	SMBDR	chemical	5
AIZR	SMBVR	chemical	3
AIZR	SMDDR	chemical	1
ALA	ADEL	chemical	1
ALA	AVAL	chemical	1
ALA	AVEL	chemical	2
ALA	AVER	chemical	2
ALA	RMDR	chemical	1
ALML	AVDR	chemical	1
ALML	AVEL	chemical	1
ALML	AVM	electrical	1
ALML	BDUL	chemical	6
ALML	CEPDL	chemical	3
ALML	CEPVL	chemical	2
ALML	PVCL	chemical	4
ALML	PVCR	chemical	2
ALML	PVR	electrical	1
ALML	RMDDR	chemical	1
ALML	RMGL	chemical	1
ALML	SDQL	chemical	1
ALMR	AVM	electrical	1
ALMR	BDUR	chemical	5
ALMR	CEPDR	chemical	1
ALMR	CEPVR	chemical	1
ALMR	PVCR	chemical	3
ALMR	RMDDL	chemical	1
ALMR	SIADL	chemical	1
ALNL	SAAVL	chemical	3
ALNL	SMBDR	chemical	2
ALNL	SMBDR	electrical	1
ALNL	SMDVL	chemical	1
ALNR	ADER	chemical	1
ALNR	RMHR	chemical	1
ALNR	SAAVR	chemical	2
ALNR	SMBDL	chemical	2
ALNR	SMDDR	chemical	1
ALNR	SMDVL	chemical	1
AQR	AVAL	chemical	2
AQR	AVAR	chemical	3
AQR	AVBL	chemical	3
AQR	AVBR	chemical	4
AQR	AVDL	chemical	1
AQR	AVDR	chemical	1
AQR	AVJL	chemical	1
AQR	BAGL	chemical	2
AQR	BAGR	chemical	2
AQR	PVCR	chemical	2
AQR	PVPL	chemical	1
AQR	RIAL	chemical	3
AQR	RIAR	chemical	2
AQR	URXL	chemical	1
AS1	DA1	chemical	2
AS1	LegacyBodyWallMuscles	chemical	13
AS1	VD1	chemical	5
AS10	AVAL	electrical	1
AS11	LegacyBodyWallMuscles	chemical	2
AS11	PDA	chemical	1
AS11	PDB	chemical	1
AS11	PDB	electrical	2
AS11	VD13	chemical	2
AS2	DA2	electrical	1
AS2	DB1	chemical	1
AS2	DD1	chemical	1
AS2	LegacyBodyWallMuscles	chemical	11
AS2	VD2	chemical	10
AS3	DA2	electrical	1
AS3	DA3	chemical	1
AS3	DD1	chemical	1
AS3	LegacyBodyWallMuscles	chemical	12
AS3	VD2	chemical	1
AS3	VD3	chemical	15
AS4	AS5	chemical	1
AS4	DA3	electrical	1
AS4	LegacyBodyWallMuscles	chemical	9
AS4	VD4	chemical	11
AS5	DD2	chemical	1
AS5	LegacyBodyWallMuscles	chemical	10
AS5	VD5	chemical	9
AS6	DA5	electrical	2
AS6	LegacyBodyWallMuscles	chemical	10
AS6	VD6	chemical	13
AS9	AVAR	chemical	1
AS9	LegacyBodyWallMuscles	chemical	1
ASEL	ADFR	chemical	1
ASEL	AIAL	chemical	3
ASEL	AIBL	chemical	7
ASEL	AIBR	chemical	4
ASEL	AIYL	chemical	13
ASEL	AIYR	chemical	6
ASEL	AWCL	chemical	4
ASEL	AWCR	chemical	1
ASEL	RIAR	chemical	1
ASER	AFDL	chemical	2
ASER	AFDR	chemical	2
ASER	AIAL	chemical	2
ASER	AIAR	chemical	3
ASER	AIBL	chemical	2
ASER	AIBR	chemical	10
ASER	AIYL	chemical	4
ASER	AIYR	chemical	14
ASER	AWAR	chemical	1
ASER	AWCL	chemical	1
ASER	AWCR	chemical	1
ASGL	AIAL	chemical	9
ASGL	AIBL	chemical	3
ASGL	AINR	chemical	1
ASGL	AIZL	electrical	1
ASGL	ASKL	chemical	1
ASGR	AIAR	chemical	10
ASGR	AIBR	chemical	2
ASGR	AIYR	chemical	1
ASGR	AIZR	electrical	1
ASHL	ADAL	chemical	1
ASHL	ADFL	chemical	3
ASHL	AIAL	chemical	7
ASHL	AIBL	chemical	5
ASHL	ASHR	electrical	1
ASHL	ASKL	chemical	1
ASHL	AVAL	chemical	2
ASHL	AVBL	chemical	6
ASHL	AVDL	chemical	2
ASHL	AVDR	chemical	4
ASHL	RIAL	chemical	4
ASHL	RIML	chemical	1
ASHL	RIPL	chemical	1
ASHR	ADAR	chemical	2
ASHR	ADFR	chemical	2
ASHR	AIAR	chemical	10
ASHR	AIBR	chemical	3
ASHR	AVAR	chemical	5
ASHR	AVBR	chemical	3
ASHR	AVDL	chemical	5
ASHR	AVDR	chemical	1
ASHR	AVER	chemical	3
ASHR	HSNR	chemical	1
ASHR	PVPR	chemical	1
ASHR	RIAR	chemical	2
ASHR	RMGR	chemical	2
ASIL	AIBL	chemical	1
ASIL	AIYL	chemical	2
ASIL	AIZL	chemical	1
ASIL	ASER	chemical	1
ASIL	ASIR	electrical	1
ASIL	ASKL	chemical	2
ASIL	AWCL	chemical	2
ASIL	AWCR	chemical	2
ASIL	RIBL	chemical	1
ASIR	AIAL	chemical	1
ASIR	AIAR	chemical	3
ASIR	AIBR	chemical	1
ASIR	ASEL	chemical	2
ASIR	ASHR	chemical	1
ASIR	AWCL	chemical	1
ASIR	AWCR	chemical	2
ASJL	ASJR	electrical	1
ASJL	ASKL	chemical	4
ASJL	HSNL	chemical	1
ASJL	HSNR	chemical	1
ASJL	PVQL	chemical	14
ASJR	ASKR	chemical	4
ASJR	HSNR	chemical	1
ASJR	PVQR	chemical	13
ASKL	AIAL	chemical	11
ASKL	AIBL	chemical	2
ASKL	AIML	chemical	2
ASKL	RMGL	electrical	1
ASKR	AIAR	chemical	11
ASKR	AIMR	chemical	1
ASKR	ASHR	electrical	1
ASKR	ASKL	electrical	1
ASKR	AWAR	chemical	1
ASKR	CEPVR	chemical	1
ASKR	PVQR	electrical	4
ASKR	RIFR	chemical	1
ASKR	RMGR	electrical	1
AUAL	AINR	electrical	1
AUAL	AUAR	electrical	1
AUAL	AVAL	chemical	3
AUAL	AVDR	chemical	1
AUAL	AVEL	chemical	3
AUAL	RIAL	chemical	5
AUAL	RIBL	chemical	9
AUAR	AINL	electrical	1
AUAR	AIYR	chemical	1
AUAR	AVAR	chemical	1
AUAR	AVER	chemical	4
AUAR	RIAR	chemical	6
AUAR	RIBR	chemical	13
AUAR	URXR	chemical	1
AVAL	AS1	electrical	3
AVAL	AS10	chemical	2
AVAL	AS11	chemical	4
AVAL	AS2	chemical	1
AVAL	AS3	chemical	1
AVAL	AS3	electrical	2
AVAL	AS4	chemical	1
AVAL	AS5	chemical	3
AVAL	AS5	electrical	1
AVAL	AS6	electrical	1
AVAL	AS7	chemical	8
AVAL	AS7	electrical	6
AVAL	AS8	chemical	5
AVAL	AS8	electrical	4
AVAL	AS9	chemical	8
AVAL	AS9	electrical	4
AVAL	AVAR	chemical	2
AVAL	AVBR	chemical	1
AVAL	AVDL	chemical	1
AVAL	AVHL	chemical	1
AVAL	DA1	chemical	2
AVAL	DA1	electrical	2
AVAL	DA2	chemical	2
AVAL	DA2	electrical	2
AVAL	DA3	chemical	6
AVAL	DA4	chemical	7
AVAL	DA4	electrical	3
AVAL	DA5	chemical	7
AVAL	DA5	electrical	1
AVAL	DA6	chemical	11
AVAL	DA6	electrical	10
AVAL	DA7	chemical	2
AVAL	DA7	electrical	2
AVAL	DA8	chemical	4
AVAL	DA9	chemical	3
AVAL	DB5	chemical	2
AVAL	DB6	chemical	1
AVAL	LUAL	chemical	1
AVAL	LUAL	electrical	1
AVAL	PVCL	chemical	10
AVAL	PVCL	electrical	2
AVAL	PVCR	chemical	6
AVAL	PVCR	electrical	5
AVAL	PVPL	electrical	1
AVAL	RIMR	electrical	3
AVAL	SABD	electrical	4
AVAL	SABVR	electrical	1
AVAL	SDQR	electrical	1
AVAL	URYVR	electrical	1
AVAL	VA10	chemical	5
AVAL	VA10	electrical	1
AVAL	VA11	chemical	6
AVAL	VA11	electrical	1
AVAL	VA12	chemical	2
AVAL	VA2	chemical	1
AVAL	VA3	chemical	2
AVAL	VA4	chemical	2
AVAL	VA5	chemical	3
AVAL	VA6	chemical	4
AVAL	VA8	chemical	9
AVAL	VA9	chemical	7
AVAL	VB9	electrical	5
AVAR	ADER	chemical	1
AVAR	AS1	chemical	1
AVAR	AS1	electrical	2
AVAR	AS10	chemical	1
AVAR	AS10	electrical	1
AVAR	AS11	chemical	6
AVAR	AS2	chemical	2
AVAR	AS3	chemical	1
AVAR	AS3	electrical	1
AVAR	AS4	chemical	1
AVAR	AS5	chemical	1
AVAR	AS5	electrical	1
AVAR	AS6	chemical	2
AVAR	AS6	electrical	1
AVAR	AS7	chemical	3
AVAR	AS7	electrical	5
AVAR	AS8	chemical	6
AVAR	AS8	electrical	3
AVAR	AS9	chemical	5
AVAR	AS9	electrical	1
AVAR	AVAL	chemical	1
AVAR	AVAL	electrical	5
AVAR	AVBL	chemical	1
AVAR	AVDL	chemical	1
AVAR	AVDR	chemical	2
AVAR	AVEL	chemical	2
AVAR	AVER	chemical	2
AVAR	DA1	chemical	2
AVAR	DA1	electrical	6
AVAR	DA2	chemical	2
AVAR	DA2	electrical	2
AVAR	DA3	chemical	3
AVAR	DA3	electrical	2
AVAR	DA4	chemical	6
AVAR	DA4	electrical	2
AVAR	DA5	chemical	2
AVAR	DA5	electrical	5
AVAR	DA6	chemical	11
AVAR	DA6	electrical	2
AVAR	DA7	chemical	3
AVAR	DA8	chemical	8
AVAR	DA8	electrical	1
AVAR	DA9	chemical	2
AVAR	DB3	chemical	1
AVAR	DB5	chemical	1
AVAR	DB6	chemical	5
AVAR	LUAL	chemical	1
AVAR	LUAR	chemical	3
AVAR	PDEL	chemical	1
AVAR	PDER	chemical	1
AVAR	PVCL	chemical	7
AVAR	PVCR	chemical	5
AVAR	PVCR	electrical	3
AVAR	RIGL	chemical	1
AVAR	RIML	electrical	2
AVAR	RIMR	electrical	1
AVAR	SABD	chemical	1
AVAR	SABVL	chemical	3
AVAR	SABVL	electrical	3
AVAR	SABVR	electrical	1
AVAR	URYDR	electrical	1
AVAR	URYVL	electrical	1
AVAR	VA10	chemical	4
AVAR	VA10	electrical	1
AVAR	VA11	chemical	8
AVAR	VA11	electrical	7
AVAR	VA12	electrical	1
AVAR	VA2	chemical	2
AVAR	VA3	chemical	5
AVAR	VA3	electrical	2
AVAR	VA4	chemical	2
AVAR	VA4	electrical	3
AVAR	VA5	chemical	1
AVAR	VA5	electrical	3
AVAR	VA6	chemical	3
AVAR	VA6	electrical	2
AVAR	VA7	electrical	4
AVAR	VA8	chemical	12
AVAR	VA8	electrical	4
AVAR	VA9	chemical	6
AVAR	VB9	electrical	4
AVAR	VD13	chemical	2
AVBL	AQR	electrical	1
AVBL	AS10	chemical	1
AVBL	AS3	chemical	1
AVBL	AS4	chemical	1
AVBL	AS5	chemical	1
AVBL	AS6	chemical	1
AVBL	AS7	electrical	2
AVBL	AS9	chemical	1
AVBL	AVAL	chemical	7
AVBL	AVAR	chemical	7
AVBL	AVBR	chemical	1
AVBL	AVDL	chemical	1
AVBL	AVDR	chemical	2
AVBL	AVEL	chemical	1
AVBL	AVER	chemical	2
AVBL	AVL	chemical	1
AVBL	DVA	electrical	1
AVBL	PVNR	chemical	1
AVBL	SDQR	electrical	1
AVBL	SIBVL	electrical	1
AVBL	VA10	chemical	1
AVBL	VA2	chemical	1
AVBL	VA7	chemical	1
AVBL	VB1	electrical	1
AVBL	VB10	electrical	2
AVBL	VB11	electrical	2
AVBL	VB2	chemical	1
AVBL	VB2	electrical	3
AVBL	VB5	electrical	1
AVBL	VB6	electrical	1
AVBL	VB7	electrical	2
AVBL	VB8	electrical	7
AVBL	VB9	electrical	1
AVBL	VC3	chemical	1
AVBR	AS1	chemical	1
AVBR	AS10	chemical	1
AVBR	AS3	chemical	1
AVBR	AS4	chemical	1
AVBR	AS5	chemical	1
AVBR	AS6	chemical	1
AVBR	AS6	electrical	1
AVBR	AS7	chemical	1
AVBR	AS7	electrical	2
AVBR	AVAL	chemical	6
AVBR	AVAR	chemical	7
AVBR	AVBL	chemical	1
AVBR	AVBL	electrical	3
AVBR	DA5	chemical	1
AVBR	DB4	electrical	1
AVBR	DD1	electrical	1
AVBR	DVA	electrical	1
AVBR	HSNR	chemical	1
AVBR	PVNL	electrical	2
AVBR	SIBVL	electrical	1
AVBR	VA4	chemical	1
AVBR	VA9	chemical	1
AVBR	VB10	electrical	1
AVBR	VB11	electrical	1
AVBR	VB2	electrical	1
AVBR	VB3	electrical	1
AVBR	VB6	electrical	2
AVBR	VB7	electrical	2
AVBR	VB8	electrical	3
AVBR	VB9	electrical	6
AVBR	VD3	chemical	1
AVDL	AS1	chemical	1
AVDL	AS10	chemical	1
AVDL	AS11	chemical	2
AVDL	AS4	chemical	1
AVDL	AS5	chemical	1
AVDL	AVAL	chemical	13
AVDL	AVAR	chemical	19
AVDL	DA1	chemical	1
AVDL	DA2	chemical	1
AVDL	DA3	chemical	4
AVDL	DA4	chemical	2
AVDL	DA5	chemical	1
AVDL	DA8	chemical	1
AVDL	LUAL	chemical	1
AVDL	PVCL	chemical	1
AVDL	SABD	chemical	2
AVDL	SABVL	chemical	1
AVDL	SABVR	chemical	1
AVDL	VA5	chemical	2
AVDR	AS10	chemical	1
AVDR	AS5	chemical	1
AVDR	AVAL	chemical	16
AVDR	AVAR	chemical	15
AVDR	AVBL	chemical	1
AVDR	AVDL	chemical	2
AVDR	DA1	chemical	2
AVDR	DA2	chemical	1
AVDR	DA3	chemical	2
AVDR	DA4	chemical	2
AVDR	DA5	chemical	2
AVDR	DA8	chemical	1
AVDR	DA9	chemical	1
AVDR	DB4	chemical	1
AVDR	DVC	chemical	1
AVDR	LUAL	chemical	2
AVDR	PQR	chemical	1
AVDR	SABD	chemical	1
AVDR	SABVL	chemical	3
AVDR	SABVR	chemical	1
AVDR	VA11	chemical	1
AVDR	VA2	chemical	1
AVDR	VA3	chemical	2
AVDR	VA6	chemical	1
AVEL	AS1	chemical	1
AVEL	AVAL	chemical	12
AVEL	AVAR	chemical	7
AVEL	AVER	electrical	1
AVEL	DA1	chemical	5
AVEL	DA2	chemical	1
AVEL	DA3	chemical	3
AVEL	DA4	chemical	1
AVEL	PVCR	chemical	1
AVEL	PVT	chemical	1
AVEL	RMDVR	electrical	1
AVEL	SABD	chemical	6
AVEL	SABVL	chemical	7
AVEL	SABVR	chemical	3
AVEL	VA1	chemical	5
AVEL	VA3	chemical	3
AVEL	VD2	chemical	1
AVEL	VD3	chemical	1
AVER	AS1	chemical	3
AVER	AS2	chemical	2
AVER	AS3	chemical	1
AVER	AVAL	chemical	7
AVER	AVAR	chemical	16
AVER	AVDR	chemical	1
AVER	DA1	chemical	5
AVER	DA2	chemical	3
AVER	DA3	chemical	1
AVER	DB3	chemical	1
AVER	RMDVL	electrical	1
AVER	RMDVR	electrical	1
AVER	SABD	chemical	2
AVER	SABVL	chemical	3
AVER	SABVR	chemical	3
AVER	VA1	chemical	1
AVER	VA2	chemical	1
AVER	VA3	chemical	2
AVER	VA4	chemical	1
AVER	VA5	chemical	1
AVFL	AVBL	chemical	1
AVFL	AVBR	chemical	2
AVFL	AVFR	chemical	7
AVFL	AVFR	electrical	23
AVFL	AVG	chemical	2
AVFL	AVHL	chemical	2
AVFL	AVHR	chemical	4
AVFL	AVJL	chemical	1
AVFL	AVJR	chemical	1
AVFL	AVL	chemical	1
AVFL	HSNL	chemical	1
AVFL	LegacyBodyWallMuscles	chemical	2
AVFL	PDER	chemical	1
AVFL	PVNL	chemical	2
AVFL	PVQL	chemical	1
AVFL	PVQR	chemical	1
AVFL	VB1	chemical	1
AVFR	ASJL	chemical	1
AVFR	ASKL	chemical	1
AVFR	AVBL	chemical	1
AVFR	AVBR	chemical	5
AVFR	AVFL	chemical	1
AVFR	AVHL	chemical	2
AVFR	AVHR	chemical	1
AVFR	AVJL	chemical	2
AVFR	AVJR	chemical	1
AVFR	HSNR	chemical	1
AVFR	LegacyBodyWallMuscles	chemical	4
AVFR	PVQL	chemical	1
AVFR	VC4	electrical	1
AVFR	VD11	chemical	1
AVG	AVAR	chemical	3
AVG	AVBL	chemical	2
AVG	AVBR	chemical	2
AVG	AVDR	chemical	1
AVG	AVEL	chemical	1
AVG	AVER	chemical	1
AVG	AVFL	chemical	1
AVG	AVJL	chemical	1
AVG	AVL	chemical	1
AVG	DA8	chemical	1
AVG	PHAL	chemical	2
AVG	PVCL	chemical	1
AVG	PVNR	chemical	2
AVG	PVPR	chemical	1
AVG	PVQR	chemical	1
AVG	PVT	chemical	1
AVG	VA11	chemical	1
AVHL	ADFR	chemical	3
AVHL	AVBL	chemical	1
AVHL	AVBR	chemical	1
AVHL	AVDL	chemical	1
AVHL	AVFL	chemical	1
AVHL	AVFL	electrical	2
AVHL	AVFR	chemical	3
AVHL	AVFR	electrical	2
AVHL	AVHR	chemical	1
AVHL	AVHR	electrical	1
AVHL	AVJL	chemical	3
AVHL	AWBR	chemical	1
AVHL	PHBR	electrical	1
AVHL	PVPR	chemical	2
AVHL	PVQL	chemical	1
AVHL	PVQR	chemical	2
AVHL	RIMR	chemical	1
AVHL	RIR	chemical	3
AVHL	SMBDR	chemical	1
AVHL	SMBVR	chemical	2
AVHL	VD1	chemical	1
AVHR	ADLL	chemical	1
AVHR	ADLR	chemical	2
AVHR	AQR	chemical	2
AVHR	AVBL	chemical	2
AVHR	AVBR	chemical	1
AVHR	AVDR	chemical	1
AVHR	AVFL	chemical	2
AVHR	AVFL	electrical	3
AVHR	AVFR	chemical	1
AVHR	AVFR	electrical	1
AVHR	AVHL	chemical	1
AVHR	AVJR	chemical	4
AVHR	PVNL	chemical	1
AVHR	PVPL	chemical	3
AVHR	RIGL	chemical	1
AVHR	RIR	chemical	4
AVHR	SMBDL	chemical	1
AVHR	SMBVL	chemical	1
AVJL	AVAL	electrical	2
AVJL	AVAR	chemical	1
AVJL	AVBL	chemical	1
AVJL	AVBR	chemical	4
AVJL	AVDL	chemical	1
AVJL	AVDR	electrical	2
AVJL	AVEL	chemical	1
AVJL	AVFR	chemical	1
AVJL	AVHL	chemical	2
AVJL	HSNR	chemical	1
AVJL	PLMR	chemical	2
AVJL	PVCL	chemical	1
AVJL	PVCL	electrical	1
AVJL	PVCR	chemical	2
AVJL	PVCR	electrical	3
AVJL	PVNR	chemical	1
AVJL	RIFR	chemical	1
AVJL	RIS	chemical	1
AVJR	AVAL	chemical	1
AVJR	AVAR	chemical	1
AVJR	AVBL	chemical	3
AVJR	AVBR	chemical	1
AVJR	AVDL	chemical	1
AVJR	AVDR	chemical	3
AVJR	AVER	chemical	3
AVJR	AVJL	chemical	1
AVJR	AVJL	electrical	4
AVJR	PVCL	chemical	2
AVJR	PVCL	electrical	1
AVJR	PVCR	chemical	4
AVJR	PVQR	chemical	1
AVJR	SABVL	chemical	1
AVKL	ADER	electrical	1
AVKL	AQR	electrical	2
AVKL	AVBL	chemical	1
AVKL	AVEL	chemical	2
AVKL	AVER	chemical	1
AVKL	AVM	chemical	1
AVKL	DVA	chemical	1
AVKL	PDEL	chemical	3
AVKL	PDER	chemical	1
AVKL	PVM	chemical	1
AVKL	PVPL	electrical	1
AVKL	PVPR	electrical	1
AVKL	RIML	chemical	2
